Date,Open,High,Low,Close,Volume,Adj Close
2000-08-29,86.8125,89.265617,86.5625,87.75,37678600,40.913995
2000-08-28,85.00,87.9375,84.9375,86.75,25833600,40.447738
2000-08-25,84.6875,86.8125,84.50,84.625,26866600,39.456944
2000-08-24,82.875,85.0625,82.6875,84.6875,40413200,39.486085
2000-08-23,82.9375,83.125,81.00,82.875,25104800,38.640995
2000-08-22,82.875,84.1875,82.1875,83.5625,23251600,38.961546
2000-08-21,82.125,83.375,80.765617,83.1875,20295600,38.7867
2000-08-18,83.50,84.75,81.125,81.3125,31121200,37.912469
2000-08-17,80.875,84.0625,80.8125,83.9375,30085000,39.136392
2000-08-16,81.375,82.25,81.0625,81.1875,22698200,37.854187
2000-08-15,81.9375,83.5625,81.125,81.25,31208800,37.883328
2000-08-14,80.1875,82.5625,79.875,82.375,21862200,38.407867
2000-08-11,79.9375,81.9375,79.25,81.125,22106800,37.825046
2000-08-10,81.4375,82.375,80.00,80.0625,24436000,37.329649
2000-08-09,83.50,84.281242,81.1875,81.375,30846000,37.941611
2000-08-08,81.00,83.25,80.8125,83.00,34931800,38.699277
2000-08-07,80.875,82.375,80.75,81.875,40751400,38.174739
2000-08-04,78.3125,82.3125,78.125,81.5625,73211600,38.029034
2000-08-03,72.8125,77.50,71.625,77.4375,44941200,36.105726
2000-08-02,73.00,75.25,72.375,73.125,30315000,34.094996
2000-08-01,75.1875,75.875,72.875,73.125,30190800,34.094996
2000-07-31,71.75,75.50,71.375,75.1875,34406400,35.056649
2000-07-28,75.125,76.4375,71.0625,72.375,33203400,33.745303
2000-07-27,75.9375,78.00,75.00,75.0625,32539000,34.998367
2000-07-26,74.8125,78.00,74.0625,76.75,31826400,35.785175
2000-07-25,75.875,76.50,74.3125,76.00,27118200,35.435483
2000-07-24,77.125,78.625,74.9375,75.00,38060200,34.969226
2000-07-21,77.4375,77.6875,75.0625,75.4375,30925000,35.173213
2000-07-20,74.8125,79.00,74.75,78.125,35382000,36.426277
2000-07-19,75.00,75.9375,73.00,73.75,31558600,34.386406
2000-07-18,75.6875,76.625,74.0625,74.1875,29967000,34.590393
2000-07-17,75.3125,78.00,74.0625,76.125,32388800,35.493765
2000-07-14,76.1875,76.50,75.125,76.125,31712000,35.493765
2000-07-13,75.75,76.625,74.75,75.75,41625400,35.318919
2000-07-12,73.4375,75.125,73.00,74.6875,34368400,34.823521
2000-07-11,73.625,75.25,71.125,72.3125,42121400,33.716162
2000-07-10,74.625,75.50,72.875,74.125,43957600,34.561252
2000-07-07,75.9375,77.00,75.50,75.875,31480200,35.377201
2000-07-06,71.75,75.875,71.75,75.625,50533000,35.260636
2000-07-05,76.8125,77.625,72.1875,72.3125,94634200,33.716162
2000-07-03,81.125,81.75,78.875,80.1875,42136200,37.387931
2000-06-30,80.375,84.50,80.00,84.0625,38093000,39.194674
2000-06-29,82.0625,83.125,79.5625,80.875,35751800,37.708482
2000-06-28,82.0625,85.00,81.6875,82.9375,32104800,38.670136
2000-06-27,82.375,83.9375,81.6875,82.25,28581600,38.349585
2000-06-26,80.25,83.4375,79.25,82.6875,38942400,38.553572
2000-06-23,80.8125,81.484383,78.5625,79.50,40643000,37.06738
2000-06-22,84.625,85.25,81.375,81.50,42105600,37.999893
2000-06-21,80.8125,87.375,80.3125,86.1875,108053800,40.185469
2000-06-20,86.9375,87.625,84.50,86.046883,57192600,40.119905
2000-06-19,82.0625,86.0625,81.25,86.00,51077200,40.098046
2000-06-16,81.875,83.75,81.0625,81.875,41904400,38.174739
2000-06-15,79.25,82.625,79.125,82.50,36786800,38.466149
2000-06-14,81.875,82.00,78.75,79.00,33191800,36.834252
2000-06-13,79.984383,81.75,78.0625,81.6875,37229400,38.087316
2000-06-12,82.5625,82.8125,80.375,80.5625,24206000,37.562777
2000-06-09,82.875,83.75,81.875,82.6875,32975200,38.553572
2000-06-08,81.875,82.75,80.25,82.375,46768600,38.407867
2000-06-07,76.75,80.25,75.5625,80.00,34080800,37.300508
2000-06-06,80.50,81.50,76.25,77.0625,40020000,35.93088
2000-06-05,79.25,82.00,79.00,80.9375,38507200,37.737623
2000-06-02,80.50,81.50,78.50,80.1875,57964800,37.387931
2000-06-01,73.9375,77.875,73.50,77.875,53401000,36.309713
2000-05-31,73.25,76.4375,71.75,71.875,50939800,33.512175
2000-05-30,68.875,74.1875,68.5625,74.1875,38933000,34.590393
2000-05-26,66.8125,69.50,65.0625,67.00,28903800,31.239175
2000-05-25,65.50,70.8125,65.00,66.4375,80958000,30.976906
2000-05-24,61.765621,64.50,58.125,64.25,85195200,29.956971
2000-05-23,67.00,68.50,62.375,62.625,58574000,29.199304
2000-05-22,70.0625,70.25,62.75,67.8125,91156000,31.618009
2000-05-19,72.00,74.00,69.50,70.0625,52228800,32.667086
2000-05-18,78.3125,78.75,72.4375,73.0625,46444600,34.065855
2000-05-17,77.75,79.875,76.25,78.1875,33993600,36.455418
2000-05-16,77.625,79.75,77.0625,79.1875,38261400,36.921675
2000-05-15,74.4375,77.00,70.625,77.00,41971800,35.901739
2000-05-12,73.3125,76.4375,73.0625,74.1875,39038200,34.590393
2000-05-11,68.9375,72.375,68.00,72.375,46590200,33.745303
2000-05-10,70.9375,73.125,67.50,67.625,71169800,31.530586
2000-05-09,73.6875,74.25,71.25,72.00,43535200,33.570457
2000-05-08,75.3125,76.00,72.0625,72.3125,36528400,33.716162
2000-05-05,74.00,77.00,73.75,76.8125,35289600,35.814316
2000-05-04,75.3125,76.9375,73.00,74.25,39899800,34.619534
2000-05-03,76.875,77.125,72.125,75.8125,49603200,35.34806
2000-05-02,78.9375,79.50,77.375,77.8125,35341000,36.280572
2000-05-01,79.875,81.875,78.75,79.6875,37093400,37.154803
2000-04-28,78.50,80.00,78.125,79.9375,41696600,37.271367
2000-04-27,70.0625,77.5625,69.9375,77.3125,52101000,36.047444
2000-04-26,76.125,77.8125,71.0625,72.1875,47788800,33.65788
2000-04-25,74.875,76.375,72.625,75.5625,61764200,35.231495
2000-04-24,67.375,72.6875,67.00,72.4375,59725600,33.774444
2000-04-20,73.8125,75.50,69.875,70.8125,50397800,33.016778
2000-04-19,78.625,79.5625,74.25,74.5625,46184200,34.765239
2000-04-18,75.5625,79.0625,73.75,78.9375,78738800,36.805111
2000-04-17,60.50,74.875,60.171879,74.8125,115304800,34.881803
2000-04-14,69.921883,71.281242,60.25,62.50,109951400,29.141022
2000-04-13,74.875,77.50,71.75,71.9375,63206800,33.541316
2000-04-12,77.9375,80.00,72.9375,73.125,67133000,34.094996
2000-04-11,80.1875,81.625,76.8125,77.375,70983800,36.076585
2000-04-10,87.50,87.625,82.25,82.50,56241200,38.466149
2000-04-07,83.6875,87.25,83.00,87.125,46764600,40.622585
2000-04-06,80.625,83.4375,80.125,82.1875,62408200,38.320444
2000-04-05,73.25,81.00,72.546883,78.25,73736800,36.484559
2000-04-04,78.125,78.125,65.078117,75.9375,123633800,35.406342
2000-04-03,78.625,80.625,75.00,76.875,71598000,35.843457
2000-03-31,80.1875,81.5625,76.00,78.0625,79842000,36.397136
2000-03-30,78.50,84.50,78.00,78.4375,70986000,36.571982
2000-03-29,86.0625,86.125,82.0625,82.50,51966200,38.466149
2000-03-28,87.625,90.00,85.50,86.5625,36039200,40.360315
2000-03-27,89.0625,89.3125,86.9375,88.4375,32597200,41.234546
2000-03-24,86.8125,89.6875,86.4375,87.00,52821600,40.564302
2000-03-23,83.125,88.00,82.5625,86.875,50803800,40.50602
2000-03-22,81.00,84.375,78.875,84.0625,53197600,39.194674
2000-03-21,77.875,80.875,76.00,80.6875,52621400,37.621059
2000-03-20,80.50,80.625,77.5625,78.125,47183600,36.426277
2000-03-17,81.75,82.00,79.50,79.8125,66055200,37.213085
2000-03-16,80.6875,82.5625,76.6875,81.9375,95532400,38.20388
2000-03-15,84.00,85.00,77.00,78.625,144810400,36.659406
2000-03-14,81.875,83.75,76.50,77.00,72364000,35.901739
2000-03-13,78.50,83.625,76.796883,78.75,65803200,36.717688
2000-03-10,84.00,84.0625,80.25,81.625,44699800,38.058175
2000-03-09,84.3125,85.00,80.125,84.00,56476400,39.165533
2000-03-08,77.375,83.5625,75.00,83.125,62781200,38.757559
2000-03-07,76.625,80.00,74.375,74.9375,53982200,34.940085
2000-03-06,74.8125,76.9375,72.375,75.75,45520600,35.318919
2000-03-03,71.125,75.125,70.171883,75.00,47974400,34.969226
2000-03-02,73.50,73.5625,67.875,68.50,52311000,31.93856
2000-03-01,73.75,74.50,70.75,71.50,44934400,33.337329
2000-02-29,73.375,74.4375,71.125,74.25,55586400,34.619534
2000-02-28,71.25,76.50,68.25,68.625,122316600,31.996842
2000-02-25,61.875,71.00,61.875,70.625,103186600,32.929355
2000-02-24,63.1875,65.0625,60.25,61.9375,70963200,28.878753
2000-02-23,60.1875,63.265621,59.625,63.0625,69664400,29.403291
2000-02-22,59.125,61.4375,56.3125,59.3125,75546200,27.65483
2000-02-18,61.6875,62.00,58.375,58.5625,63888400,27.305138
2000-02-17,61.75,62.75,60.00,61.625,40392600,28.733048
2000-02-16,61.00,62.5625,60.125,61.25,33489200,28.558201
2000-02-15,61.625,63.1875,59.125,61.375,47971400,28.616483
2000-02-14,60.875,62.25,58.625,62.1875,37599800,28.995317
2000-02-11,62.50,64.75,58.75,59.6875,55774000,27.829676
2000-02-10,60.00,62.625,58.00,62.3125,45288600,29.053599
2000-02-09,60.0625,61.3125,58.8125,59.9375,52471600,27.94624
2000-02-08,60.75,61.4375,59.00,59.5625,55718000,27.771394
2000-02-07,59.3125,60.00,58.875,59.9375,44691200,27.94624
2000-02-04,57.625,58.25,56.8125,57.8125,40916000,26.955445
2000-02-03,55.375,57.00,54.25,56.6875,55533200,26.430907
2000-02-02,54.9375,56.00,54.00,54.3125,63933000,25.323548
2000-02-01,51.25,54.3125,50.00,54.00,57105600,25.177843
2000-01-31,47.9375,50.125,47.0625,49.953121,68148000,23.29096
2000-01-28,51.50,51.9375,46.625,47.375,86394000,22.088895
2000-01-27,55.8125,56.6875,50.00,51.8125,61054000,24.157907
2000-01-26,56.75,58.9375,55.00,55.0625,47569200,25.67324
2000-01-25,55.0625,57.50,54.875,56.4375,53059200,26.314343
2000-01-24,60.25,60.375,54.00,54.1875,50022400,25.265266
2000-01-21,61.50,61.50,59.00,59.6875,50891000,27.829676
2000-01-20,59.00,60.25,58.125,59.25,54526800,27.625689
2000-01-19,56.125,58.25,54.00,57.125,49198400,26.634894
2000-01-18,107.875,114.50,105.625,111.25,66780000,25.935509
2000-01-14,109.00,111.375,104.75,106.812477,57078000,24.900998
2000-01-13,108.50,109.875,103.50,105.062477,55779200,24.493024
2000-01-12,112.25,112.25,103.687523,105.625,83443600,24.624163
2000-01-11,112.625,114.75,109.50,112.375,86585200,26.197779
2000-01-10,108.00,116.00,105.50,115.75,91518000,26.984586
2000-01-07,95.00,103.50,93.562477,103.375,91755600,24.099625
2000-01-06,100.156242,105.00,94.687523,96.00,109880000,22.380305
2000-01-05,101.625,106.375,96.00,102.00,166054000,23.779074
2000-01-04,115.50,118.625,105.00,107.687523,116824800,25.104996
2000-01-03,124.625,125.187523,111.625,118.125,98114800,27.538266
